"Week_Number" "month" "day" "year" "ARRefillVol1" "ARRefillVol2" "BRRunoffAprJuly" "BRRefillCurve" "DallesJanJul" "DallesRunoffAprAug" "DallesRunoffAprSep" "ModDallesRunoffAprSep" "DARunoffJanApr" "DURefillVol" "DURefillVol1" "DURunoffAprAug" "DWRefillVol1" "DWRefillVol2" "DWRunoffAprJuly" "DWSumRunoffMarJun" "GCRefillVol1" "GCRefillVol2" "GCRunoffJanApr" "HHInQAprAug" "HHRefillVol" "HHRefillVol1" "HHSumAprAug" "HHSumAprJul" "HHSumMaySept" "LBRefillVol2" "LBRefillVol1" "LBSumAprAug" "LBSumMayAug" "MIRefillVol1" "MIRefillVol2" "MISumRunoffAprilAug" "MISumRunoffMayAug" "PriVICMI" "PriVICREV" "PriVICAR" "PriVICDU" "PriVICLB" "PriVICBONF" "PriVICCL" "PriVICCOL" "PriVICHH" "PriVICKE" "PriVICNOX" "PriVICCB" "PriVICAF" "PriVICBD" "PriVICGC" "PriVICCJ" "PriVICWE" "PriVICRR" "PriVICRI" "PriVICWA" "PriVICPR" "PriVICPAL" "PriVICMIL" "PriVICBR" "PriVICOX" "PriVICHC" "PriVICDW" "PriVICLG" "PriVICLIG" "PriVICLM" "PriVICIH" "PriVICMCN" "PriVICJD" "PriVICDA" "PriVICBON" "DemVICAF" "DemVICAR" "DemVICBONF" "DemVICBON" "DemVICBD" "DemVICBR" "DemVICCB" "DemVICCJ" "DemVICCOL" "DemVICCL" "DemVICDA" "DemVICDU" "DemVICDW" "DemVICKE" "DemVICHH" "DemVICGC" "DemVICHC" "DemVICIH" "DemVICJD" "DemVICLB" "DemVICLIG" "DemVICLG" "DemVICLM" "DemVICMCN" "DemVICMI" "DemVICMIL" "DemVICNOX" "DemVICOX" "DemVICPAL" "DemVICPR" "DemVICREV" "DemVICRI" "DemVICRR" "DemVICWA" "DemVICWE" "RetVICWA" "RetVICPR" "RetVICMCN" "IflowCJ" "IflowDA" "IflowJD" "IflowMCN" "IflowPR" "IflowRR" "IflowRI" "IflowWA" "IflowWE" "CurtVICCJ" "CurtVICDA" "CurtVICJD" "CurtVICMCN" "CurtVICPR" "CurtVICRR" "CurtVICRI" "CurtVICWA" "CurtVICWE"
42 5 17 1981 5112000 227340 0 0 0 0 0 0 0 227340 735000 0 2990253.4936 2770197.4370906 0 0 3921842 3921900 0 0 2655427.91950371 2956478.8972 0 0 0 900295.5 4e+06 0 0 16016815.834 14318006.7343831 0 0 634286.394257143 984047.779028571 1566394.99045714 132521.676557143 485143.227128571 673463.921914286 1287651.80018571 551567.7018 225550.4535 582396.798214286 838099.984371428 891576.357557143 1025778.03441429 994560.1776 4224419.26675714 4187566.36761429 4287225.88954286 4318866.22577143 4377071.19484286 4349957.14041429 4387448.71735714 112690.019036652 198442.812342133 275555.751685714 275555.751685714 289477.737642857 171058.542942857 1186357.8978 1168607.81198571 1182043.84744286 1176025.99512857 5290457.80422857 5207171.83894286 5254433.99614286 5298338.13621429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 135635.185687004 423181.735098177 1030827.28217251 0 0 0 0 0 0 0 0 0 0.359477871753705 42.8699247576646 920.602529430878 684.326577654167 97.0339568140155 39.378250652578 174.369284842993 0 142.373658043298
43 5 24 1981 5626000 227340 0 0 0 0 0 0 0 315684.336630597 798000 0 3137267.5488 2912628.91400784 0 0 3921842 3921900 0 0 2919737.49613515 3099962.3936 0 0 0 1536727.03516175 4180000 0 0 16338000.042 15073353.2665691 0 0 894188.589428571 1315493.78862857 2044036.72864286 175723.667742857 850435.193185714 1068603.16602857 1924570.26102857 712211.036271429 280206.992185714 866987.262257143 1571294.16488571 1645827.07075714 1796999.32915714 1878779.83962857 6431166.1071 6455283.1362 6756532.77677143 6880805.19565714 7004095.79618571 7000114.96902857 7019416.1295 171513.349664864 275659.238301193 159030.7722 159030.7722 180815.2389 197968.299814286 1570467.0573 1567376.80881429 1579591.02587143 1598420.12014286 8626706.33387143 8606958.89232857 8664281.21661429 8736156.27077143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 135635.185687004 423181.735098177 1030827.28217251 0 0 0 0 0 0 0 0 0 0 11.5005251191776 899.350730330474 813.691217009516 77.3295818856678 0 47.897622333031 0 7.9694237834682
44 5 31 1981 6140000 227340 0 0 0 0 0 0 0 452367.383382753 861000 0 3284281.604 3008655.09338223 0 0 3921842 3921900 0 0 3109831.52232373 3243445.89 0 0 0 2205035.82065172 4360000 0 0 16659184.25 15757455.4885122 0 0 822944.279185714 1214769.14254286 1868507.4411 143625.149614286 654438.463971429 798327.415285714 1479641.91711429 509426.867828571 205991.441742857 624936.309942857 1129001.8545 1197568.47831429 1310525.1927 1399475.95238571 5168563.56758571 5214342.08815714 5505283.62771429 5629734.55902857 5752822.84547143 5764656.23601429 5749706.81185714 140693.23623532 334829.015668188 220111.774842857 220111.774842857 237675.414342857 151563.002271429 1512069.6915 1510076.30271429 1518757.95715714 1553887.21962857 7292335.84765714 7399661.48665714 7467430.75495714 7413658.84452857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 135635.185687004 423181.735098177 1030827.28217251 0 0 0 0 0 0 0 0 0 0 21.4349623788323 1078.54209596524 655.262066632566 116.099925080304 28.1785147109971 85.7148967437882 0.881484716384161 49.5860027545421
45 6 7 1981 6380000 227340 0 0 0 0 0 0 0 537107.280363481 920750 0 3326182.1965 3130424.74842805 0 0 4211576 3921900 0 0 3249934.26661263 3325759.48 0 0 0 2705840.44399882 4630000 0 0 17222045.045 16177916.671641 0 0 559303.240371429 798138.9855 1252744.68651429 91681.9998428571 486934.301828571 626830.525157143 1109167.14021429 432077.432528571 175438.047857143 553249.685571429 1036861.67275714 1106130.44545714 1235815.75787143 1310872.3002 4126824.53858571 4172206.36487143 4398387.56228571 4487794.5204 4582884.12415714 4595953.2174 4623715.86698571 236987.960770538 310460.366377916 172601.683714286 172601.683714286 194136.233014286 177306.477942857 1803350.40467143 1800226.43717143 1813775.5305 1850598.67757143 6478985.61977143 6620450.769 6693214.41835714 6629755.23347143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 183107.509895222 483765.4095845 1261407.02409829 0 0 0 0 0 0 0 0 0 14.6587721804165 31.6086752973973 2909.49089785083 2049.61447764086 97.5318105356655 292.212481554885 442.370947886032 0.881484716384161 489.946697826691
46 6 14 1981 6620000 317153.785879888 0 0 0 0 0 0 0 617687.837758494 980500 0 3368082.789 3275615.23410244 0 0 4501310 3921900 0 0 3391980.81290154 3408073.07 0 0 0 3196779.28046022 4900000 0 0 17784905.84 16539079.9929413 0 0 500005.378542857 711112.1931 1152742.02402857 87522.6602571429 477068.514942857 648238.132285714 1094261.35242857 460074.131742857 177381.849857143 537395.798442857 907293.385157143 978825.298757143 1111650.44644286 1155691.44604286 3764364.96972857 3783148.44415714 3945570.9525 4000443.68957143 4064811.30437143 4063660.89094286 4105272.13804286 395695.464800161 433904.008268298 228343.181271429 228343.181271429 252172.607014286 200727.308571429 1582179.45608571 1588516.6473 1598923.92188571 1630482.93578571 5645830.42967143 5747427.80318571 5813596.41004286 5734184.16445714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 183107.509895222 483765.4095845 1261407.02409829 0 0 0 0 0 0 0 0 0 6.78914982923408 0 821.359296093169 501.812552844129 126.413848567207 127.978194915946 337.406305543989 2.01356356303642 610.785512382642
47 6 21 1981 6860000 1144132.25371895 0 0 0 0 0 0 0 693609.220767792 1040250 0 3409983.3815 3398574.9720054 0 0 4791044 3921900 0 0 3521321.24121901 3490386.66 0 0 0 3632377.28059304 5170000 0 0 18347766.635 16843166.940413 0 0 442929.004714286 654291.687085714 1090778.3766 82863.4858714286 421727.678614286 565275.472842857 1017685.47098571 430129.663585714 164675.731885714 554338.611385714 950707.607785714 1019298.03325714 1134767.80594286 1201277.56988571 3637099.49245714 3660409.24868571 3820098.5334 3888044.33065714 3966201.03882857 3967166.98941429 4012324.68342857 166394.402815583 270136.967463436 357990.807728571 357990.807728571 371307.8349 178496.5608 1452436.623 1469333.8161 1478886.2145 1487661.0921 5470251.55534286 5541434.37797143 5605310.09185714 5527534.2102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 183107.509895222 483765.4095845 1261407.02409829 0 0 0 0 0 0 0 0 0 118.552741300434 11.5005251191776 2494.38112880452 1667.88219989313 121.531114148396 348.74285736893 641.552767912168 3.14564240968868 1202.47147373102
48 6 28 1981 7100000 2307253.59150088 0 0 0 0 0 0 0 826164.663477091 1100000 0 3451883.974 3444758.49785122 0 0 5080778 3921900 0 0 3592050.0888222 3572700.25 0 0 0 4157562.73474014 5440000 0 0 18910627.43 17354189.4620275 0 0 649864.578857143 895723.796314286 1426921.24654286 139497.545571429 511315.132628571 595507.544357143 1115912.92654286 316936.9161 106064.151171429 393764.698414286 671240.450442857 731448.725657143 803536.011257143 854465.607128571 3617506.76168571 3632501.80568571 3772386.12818571 3839625.80961429 3911459.21087143 3910251.27677143 3937944.50485714 127421.031758232 169307.992032756 208940.863757143 208940.863757143 218421.857185714 101720.348742857 856784.285228571 866062.964571429 871757.511042857 846482.134628571 4765538.04107143 4776336.05952857 4831817.72232857 4783841.51541429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 183107.509895222 483765.4095845 1261407.02409829 0 0 0 0 0 0 0 0 0 203.767512810854 42.8699247576646 3564.4424292592 2847.13338311173 152.949329340216 479.170274737914 569.620719148812 3.14564240968868 1188.56660639601
49 7 5 1981 7100000 3583650.98256852 0 0 0 0 0 0 0 993250.36028639 1175000 0 3455900.4805 3467840.53196847 0 0 6087433.5 3921900 0 0 3634117.77428253 3591295.1875 0 0 0 4703786.87033011 5545000 0 0 18932991.12 17946050.3451849 0 0 730702.9404 976504.637185714 1540197.29982857 174027.799671429 532353.814071428 608886.059142857 1211700.71224286 245147.151214286 77402.9890285714 298078.069757143 514762.405971429 568778.283385714 641843.4204 690613.015885714 3771180.17755714 3805861.17548571 3944977.89454286 4008109.80664286 4072820.562 4080107.83602857 4109209.32882857 90075.5382160769 144444.127428523 149736.225085714 149736.225085714 159715.069842857 78618.8570142857 663485.077157143 665823.589971429 670972.6818 648642.760457143 4868767.81157143 4879829.63172857 4934561.54232857 4923069.30887143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 189889.20465521 406905.464883353 1281752.29273357 0 0 0 0 0 0 0 0 0 172.64246674746 32.4364486020741 3646.86742896392 3065.75212716618 146.974207099979 864.517145880456 1125.09172583116 4.02712712607284 1706.28737781391
50 7 12 1981 7100000 4838041.75813615 0 0 0 0 0 0 0 1140610.43373855 1250000 0 3459916.987 3467950 0 0 7094089 4561959.20058389 0 0 3647080 3609890.125 0 0 0 5107930.98054864 5650000 0 0 18955354.81 18611906.6134566 0 0 804698.325514286 1035005.1435 1518190.68432857 154302.176314286 390273.7887 455918.7591 901945.946185714 165546.475842857 48297.5292857143 204890.6151 349489.649185714 388867.507457143 437619.2517 478381.573028571 3078536.08692857 3091940.38684286 3193809.49594286 3237558.92524286 3279646.20548571 3278719.92432857 3258829.67284286 77239.9136034905 141129.199594389 149436.7209 149436.7209 155339.531871429 55646.2909285714 494661.906514286 499174.304014286 503268.189042857 477379.919957143 3772179.84715714 3769694.55745714 3824015.88947143 3807211.91952857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 189889.20465521 406905.464883353 1281752.29273357 0 0 0 0 0 0 0 0 0 102.440242201771 38.9595113023668 2474.87650003671 1860.89448977463 147.247320280345 446.000201119044 676.421814278554 3.14564240968868 830.189951339809
51 7 19 1981 7100000 6152646.75933236 0 0 0 0 0 0 0 1290864.39200499 1325000 0 3463933.4935 3467950 0 0 8100744.5 7033677.32177766 0 0 3647080 3628485.0625 0 0 0 5500900.21273861 5755000 0 0 18977718.5 19378211.8252855 0 0 905147.269071429 1177577.06978571 1578404.90995714 157196.061128571 379098.910671429 429415.613871429 846045.770914286 134126.304942857 33832.0721571429 163769.285442857 258630.789985714 290233.440257143 333604.026514286 361543.205057143 2957665.32154286 2980786.64798571 3092424.35387143 3144365.52017143 3190376.1069 3193200.57021429 3190844.20615714 68251.9778382206 124887.381441478 159415.565657143 159415.565657143 162854.905114286 43348.7680714286 413347.511828571 414956.107157143 418399.413557143 395587.508657143 3636048.2526 3629738.82998571 3682070.74015714 3664342.47252857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 189889.20465521 406905.464883353 1281752.29273357 0 0 0 0 0 0 0 0 0 150.021517418117 19.8688745193094 3134.08785374982 3064.71933562982 162.488254070391 543.697483514918 784.108300769459 2.01356356303642 1312.78822824397
52 7 26 1981 7100000 7327300 0 0 0 0 0 0 0 1423400 1400000 0 3467950 3467950 0 0 9107400 9107400 0 0 3647080 3647080 0 0 0 5855162 5860000 0 0 19000082.19 20075520 0 0 836150.231957143 1108159.53672857 1438453.14942857 139477.710857143 340391.465742857 386983.2096 740786.909142857 102763.654714286 24638.6820857143 126122.997728571 205144.499442857 230616.239528571 261006.988757143 283027.488557143 2559669.87857143 2580615.33685714 2672535.35327143 2717494.70014286 2754101.64882857 2757693.71558571 2755250.07878571 65915.8433574855 117441.340883975 154054.242385714 154054.242385714 156807.300728571 36222.1552285714 362659.899471429 364318.081585714 367412.297014286 344507.168957143 3175720.23651429 3173266.68235714 3225182.06352857 3208257.10182857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 189889.20465521 406905.464883353 1281752.29273357 0 0 0 0 0 0 0 0 0 204.880484403542 9.93443725965468 3293.78146104088 3275.52822029686 151.241222309807 784.181254968359 1050.21161913471 4.02712712607284 1875.96381554923
1 8 2 1981 5680000 227340 0 0 0 0 0 0 0 227340 1146600 0 3128024.6252 1685837.63953049 0 0 8070288.4 3921900 0 0 1369116.70126802 3494155.234 0 0 0 900295.5 5466000 0 0 17734446.226 14155901.3000688 0 0 726444.427242857 930230.248757143 1160289.13281429 124990.435542857 251375.2515 280722.694757143 563188.8609 78180.5098285714 18317.3586428571 94395.3887571428 168194.4102 182283.007757143 216725.989114286 230364.338657143 2042354.74487143 2051623.50685714 2122066.49464286 2154234.43427143 2178742.20724286 2181094.60435714 2179501.8768 67502.1979404105 116981.905498806 109108.779814286 109108.779814286 108963.9864 31023.4766142857 272269.139528571 273510.792642857 275827.487271429 263988.146314286 2477790.19452857 2475362.4255 2527845.0795 2504594.82741429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 191697.730333335 461159.576029219 1130293.06042894 0 0 0 0 0 0 0 0 0 212.190388318455 19.9885123487645 2142.76276488151 2380.12964982297 187.814074613933 596.154717222782 1040.10910221079 4.02712712607284 1679.53209745197
2 8 9 1981 4260000 227340 0 0 0 0 0 0 0 227340 893200 0 2788099.2504 1654828.42431917 0 0 7033176.8 3921900 0 0 1349365.53271406 3341230.468 0 0 0 900295.5 5072000 0 0 16468810.262 14786675.9091833 0 0 769616.666357143 980481.4974 1239536.75027143 126309.444042857 206554.747628571 226760.371071429 489395.789871429 66261.8300142857 15584.1350142857 78642.6586714286 141145.810328571 153443.333185714 171562.344685714 183929.289042857 1937835.71794286 1935862.16387143 1992325.64502857 2025584.49394286 2047807.30782857 2049275.07668571 2061449.62431429 45301.8118995923 75636.5774002306 101642.993357143 101642.993357143 101254.232957143 24527.6076857143 238032.4392 238865.4972 240902.522357143 233002.355657143 2306424.21351429 2296479.08777143 2347571.3283 2321171.32358571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 191697.730333335 461159.576029219 1130293.06042894 0 0 0 0 0 0 0 0 0 124.217652797815 10.173712918565 1593.42411123856 1246.65526320481 188.073865879236 640.32331235779 936.59491006806 2.26415769330452 1582.74354198753
3 8 16 1981 2840000 227340 0 0 0 0 0 0 0 227340 639800 0 2448173.8756 1622129.2914507 0 0 5996065.2 3921900 0 0 1326242.46273154 3188305.702 0 0 0 900295.5 4678000 0 0 15203174.298 15326032.320155 0 0 678198.468214286 859527.426214286 1108228.95822857 104858.200542857 173355.402857143 190907.141528571 421763.3811 56376.2084142857 12212.2335857143 69262.8222857143 127396.386385714 138837.049585714 152334.572657143 159433.4169 1756832.04925714 1753257.83374286 1804449.24784286 1830877.02115714 1850523.30565714 1852449.25641429 1865012.56444286 44493.6412300616 72756.7260393345 100135.555071429 100135.555071429 98878.0341857143 22837.6900285714 223703.8416 222678.386871429 224645.990528571 215654.914542857 2094369.29961429 2083918.38865714 2135327.98461429 2108309.13681429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 191697.730333335 461159.576029219 1130293.06042894 0 0 0 0 0 0 0 0 0 266.729311453155 32.4364486020741 1268.26566645912 941.885664186922 178.988388866125 774.749288051211 808.311580751674 4.02712712607284 1649.17003059306
4 8 23 1981 1420000 227340 0 0 0 0 0 0 0 227340 386400 0 2108248.5008 1585522.71986795 0 0 4958953.6 3921900 0 0 1300592.45014901 3035380.936 0 0 0 900295.5 4284000 0 0 13937538.334 15789350.370441 0 0 602160.107528571 751140.63 940222.977814286 85100.8416428571 133634.404028571 149258.208471429 316318.073014286 45611.9089714286 9685.29098571429 56897.8614 110582.499085714 120805.310828571 131331.5937 136197.049114286 1427565.87475714 1420603.89004286 1467247.20415714 1486720.92664286 1500385.06131429 1502386.38398571 1522365.89168571 44611.7007458235 72333.2031733767 112901.177185714 112901.177185714 112837.7061 18930.2513142857 229820.867485714 231006.9834 232911.115971429 224578.5525 1782220.48354286 1776420.81308571 1827310.73952857 1801632.71841429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 191697.730333335 461159.576029219 1130293.06042894 0 0 0 0 0 0 0 0 0 197.832815538693 29.0250740427121 1390.67256458772 675.76390032922 148.393306147148 715.350089914854 904.882394455799 2.26415769330452 1475.99315419101
5 8 30 1981 0 227340 0 0 0 0 0 0 0 227340 133000 0 1768323.126 1543320.77538519 0 0 3921842 3921900 0 0 1275900.45426649 2882456.17 0 0 0 900295.5 3890000 0 0 12671902.37 16063102.1058841 0 0 412593.792685714 541622.576057143 752233.522757143 59859.1842428571 119381.178342857 136276.387971429 251426.821757143 44284.9665857143 10643.3076857143 48531.5789142857 102138.861214286 106210.928057143 127221.8409 123482.997257143 1141862.68324286 1153444.17291429 1191754.92355714 1206686.49647143 1217912.94475714 1218811.45731429 1226441.8719 44361.5009153897 78002.475287571 128600.353542857 128600.353542857 133299.197357143 13334.8784142857 229753.429457143 229721.693914286 231246.983442857 234309.463328571 1489676.29907143 1482404.89281429 1532190.02567143 1517347.70897143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 191697.730333335 461159.576029219 1130293.06042894 0 0 0 0 0 0 0 0 0 149.462213903564 22.5020113424194 973.037457632262 830.960129243472 172.736875784956 604.146114479645 748.367103075246 4.02712712607284 1459.45306773829
6 9 6 1981 0 227340 0 0 0 0 0 0 0 227340 180750 0 1764058.687 1522944.76195096 0 0 3921842 3921900 0 0 1281948.07232218 2860737.283 0 0 0 900295.5 3907500 0 0 13115481.9 16285390.6916415 0 0 361130.643 466439.091557143 600906.553585714 54323.3154857143 99598.0343142857 119208.616328571 233892.934328571 36521.6594142857 8060.82788571429 38885.9573571429 89684.6441142857 91507.4543571429 108327.292071429 102470.100942857 946080.168942857 960976.039371429 990339.3504 1003031.58407143 1012732.74282857 1013815.71822857 993828.276642857 36432.6574917059 63779.1354285177 124399.361057143 124399.361057143 130530.271242857 7392.39801428571 210198.384642857 210083.3433 211362.682371429 213536.567057143 1250787.00021429 1246472.94985714 1296890.8101 1287445.51915714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 259967.362418709 703042.326910298 1444514.53399351 0 0 0 0 0 0 0 0 0 150.021517418117 10.173712918565 951.132481670434 693.258163781296 104.231037153484 470.326693119685 704.951148029204 1.13207884665226 1099.46315978409
7 9 13 1981 0 227340 0 0 0 0 0 0 0 227340 228500 0 1759794.248 1502903.95518815 0 0 3921842 3921900 0 0 1288441.97144931 2839018.396 0 0 0 900295.5 3925000 0 0 13559061.43 16505973.4919704 0 0 359424.857571429 452965.370142857 599307.875614286 54731.9106 87744.8090571428 98191.7530714286 202054.250957143 34022.4854142857 8507.10895714286 34135.5432857143 76974.5592 78654.5595 113268.1194 102793.406785714 865299.328071429 872394.205371429 897149.912271429 905266.277357143 912273.881914286 911305.947857143 899520.160628571 34396.2743822539 60414.398076309 134703.495128571 134703.495128571 141284.653328571 7727.60468571429 216007.972457143 215621.195528571 216954.088328571 208665.161228571 1106665.98274286 1096371.76602857 1146970.12217143 1134478.21911429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 259967.362418709 703042.326910298 1444514.53399351 0 0 0 0 0 0 0 0 0 163.955877594416 9.93443725965468 1124.60441789526 660.572887480293 123.377482188843 546.929550531692 868.731116472628 4.02712712607284 1449.68602967716
8 9 20 1981 0 227340 0 0 0 0 0 0 0 227340 276250 0 1755529.809 1486151.74405392 0 0 3921842 3921900 0 0 1294338.84567643 2817299.509 0 0 0 900295.5 3942500 0 0 14002640.96 16589875.2761563 0 0 222743.841428571 291058.564371429 388167.342042857 40314.0567857143 92538.8595 100556.051014286 187436.066528571 32050.9148142857 7910.08405714286 34484.6342571429 80033.0721428571 81552.4112571429 103795.059857143 96654.5627142857 703951.861242857 724514.509542857 753108.233657143 767113.525414286 780047.7426 783128.073728571 779976.337628571 32770.1858200395 58946.5812108993 145995.397971429 145995.397971429 152979.200871429 11016.2003142857 230860.206514286 228803.346642857 230346.487414286 225772.6023 1077580.35771429 1076717.54764286 1128944.33382857 1121700.69617143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 259967.362418709 703042.326910298 1444514.53399351 0 0 0 0 0 0 0 0 0 171.318128998916 10.0540750891098 651.738014481469 280.375725505277 103.568929012012 495.680069506736 525.654806432519 1.13207884665226 1084.69272417837
9 9 27 1981 0 227340 0 0 0 0 0 0 0 227340 324000 0 1751265.37 1477863.0055054 0 0 3921842 3921900 0 0 1302683.32364641 2795580.622 0 0 0 900295.5 3960000 0 0 14446220.49 16614005.1488423 0 0 162971.929928571 219407.642485714 380747.175428571 30124.9640571429 80251.254 96035.7196285714 196046.316 33237.0307285714 10357.6878 33913.3944857143 85176.2135571429 90245.9665285714 130064.155457143 123901.509728571 687518.800457143 698683.761128571 721791.203271429 728382.278828571 738652.693885714 736405.420757143 737450.7102 33413.7361137168 57665.3336361176 156384.821314286 156384.821314286 169515.402171429 19479.6729 293583.5235 293623.192928571 295652.2842 298064.185457143 1004025.30325714 990496.044642857 1042466.96301429 1038757.87144286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 259967.362418709 703042.326910298 1444514.53399351 0 0 0 0 0 0 0 0 0 47.0219717017926 9.94440707877594 370.33282781927 111.165632579214 60.9542125192175 303.426356162236 425.084739838788 1.13207884665226 480.118788281515
10 10 4 1981 0 227340 0 0 0 0 0 0 0 227340 336200 0 1752852.138 1473328.97837117 0 0 3921842 3921900 0 0 1308219.20607354 2784274.9 0 0 0 900295.5 3958000 0 0 14516990.9 16616205.761414 0 0 141042.669814286 196869.456642857 362156.097728571 26953.3932428571 84682.3291714286 106893.242228571 201397.721914286 30416.5343571429 7549.09225714286 32233.3941857143 82103.8163142857 92350.4297142857 123159.691414286 132065.478128571 717498.9711 750856.993585714 780490.056728571 795179.646128571 818868.2454 819861.964585714 819415.683514286 35017.1744558907 73164.3152614891 177076.395257143 177076.395257143 190821.852257143 23234.3843142857 304157.409685714 302560.715185714 305113.442914286 309038.732871429 1189586.98928571 1189021.69992857 1246572.12342857 1267285.51555714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 237361.528863428 752775.216038512 1392521.0799453 0 0 0 0 0 0 0 0 0 55.1967384139151 0 67.4291591883125 139.432245309477 39.0110726293989 29.8113208931169 100.33238225278 0.881484716384161 279.667084838414
